0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.098850818583741784e-04,-1.201419654535129666e-04,1.996076462091878057e-04,1.713621430099010468e-02,-9.809073992073535919e-03,1.629710383713245392e-02,7.005826830863952637e-01,-4.010260403156280518e-01,6.662772893905639648e-01
3.045237099286168814e-04,-1.743279281072318554e-04,2.896911755669862032e-04,2.064571715891361237e-02,-1.181886531412601471e-02,1.964011788368225098e-02,7.005685567855834961e-01,-4.010481536388397217e-01,6.664457917213439941e-01
4.275823303032666445e-04,-2.824170805979520082e-04,3.741747641470283270e-04,2.545958757400512695e-02,-1.879134029150009155e-02,2.054679021239280701e-02,7.886148095130920410e-01,-7.248887419700622559e-01,5.111573338508605957e-01
5.652201944030821323e-04,-3.848185006063431501e-04,4.829884273931384087e-04,2.942376956343650818e-02,-2.235219068825244904e-02,2.306103706359863281e-02,7.891677021980285645e-01,-7.215673327445983887e-01,5.089552998542785645e-01
7.226657471619546413e-04,-5.053966306149959564e-04,6.039864965714514256e-04,3.338620811700820923e-02,-2.593497745692729950e-02,2.554621174931526184e-02,7.894886732101440430e-01,-7.203523516654968262e-01,5.065168738365173340e-01
9.131056140176951885e-04,-6.562037160620093346e-04,7.324520265683531761e-04,3.915108740329742432e-02,-3.123241662979125977e-02,2.737567760050296783e-02,9.319404959678649902e-01,-8.552665710449218750e-01,4.547376632690429688e-01
1.121009932830929756e-03,-8.230578387156128883e-04,8.751258719712495804e-04,4.381010681390762329e-02,-3.557594493031501770e-02,2.970616705715656281e-02,9.309006333351135254e-01,-8.613523244857788086e-01,4.598290920257568359e-01
1.352184102870523930e-03,-1.012113294564187527e-03,1.029777340590953827e-03,4.846788942813873291e-02,-3.994197770953178406e-02,3.201995044946670532e-02,9.304826259613037109e-01,-8.648097515106201172e-01,4.604263007640838623e-01
