0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.408531308174133301e-02,2.375299297273159027e-02,3.960133995860815048e-03,9.994198679924011230e-01,1.822959817945957184e-02,1.709741353988647461e-01,4.079976119101047516e-03,-1.220384750366210938e+02,-3.537025928497314453e+00,-5.310693969726562500e+02,2.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.645058557391166687e-02,2.422736771404743195e-02,-7.437570951879024506e-03,9.993288516998291016e-01,5.017250403761863708e-02,1.889962106943130493e-01,-6.953020580112934113e-03,1.979245758056640625e+01,4.250303268432617188e+00,5.660101318359375000e+01,2.000000000000000000e+00,0.000000000000000000e+00
2.137820702046155930e-04,-1.240899146068841219e-04,-1.634158543311059475e-04,1.231863256543874741e-02,-7.150355726480484009e-03,-9.416413493454456329e-03,3.567799925804138184e-01,-2.070929557085037231e-01,-2.727240622043609619e-01,-3.887765109539031982e-02,2.383393608033657074e-02,-1.367235090583562851e-02,9.988662004470825195e-01,8.073733001947402954e-02,1.880362331867218018e-01,-5.172504112124443054e-03,1.494745492935180664e+00,-5.480659008026123047e+00,7.070099830627441406e+00,2.000000000000000000e+00,0.000000000000000000e+00
2.626437635626643896e-04,-1.306967460550367832e-04,-2.394197654211893678e-04,1.208036765456199646e-02,-4.043404012918472290e-03,-1.333944685757160187e-02,2.216082066297531128e-01,8.283282071352005005e-02,-4.303723573684692383e-01,-3.876164928078651428e-02,2.429782971739768982e-02,-1.370149385184049606e-02,9.988591074943542480e-01,5.613065883517265320e-02,1.870971471071243286e-01,-7.897176779806613922e-03,-9.804077148437500000e+00,3.866239309310913086e+00,-6.311340808868408203e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.258768701925873756e-04,-1.586935541126877069e-04,-3.088478988502174616e-04,1.318682450801134109e-02,-4.186436533927917480e-03,-1.531797181814908981e-02,2.215036749839782715e-01,6.148677319288253784e-02,-4.236078262329101562e-01,-3.875064104795455933e-02,2.480108290910720825e-02,-1.370760798454284668e-02,9.988471269607543945e-01,-6.508734077215194702e-02,2.173022776842117310e-01,-5.464812275022268295e-03,-3.514940643310546875e+01,7.675673484802246094e+00,5.675926208496093750e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.949680831283330917e-04,-1.840025797719135880e-04,-3.835839161183685064e-04,1.431118231266736984e-02,-4.165379796177148819e-03,-1.702927984297275543e-02,2.219985127449035645e-01,5.227118730545043945e-02,-4.104294180870056152e-01,-3.901214152574539185e-02,2.536444365978240967e-02,-1.369132567197084427e-02,9.988229274749755859e-01,-9.743820875883102417e-02,2.281467914581298828e-01,-2.308068331331014633e-03,1.539622211456298828e+01,-2.035142898559570312e+00,-3.228491306304931641e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.697427793871611357e-04,-2.085234737023711205e-04,-4.666507593356072903e-04,1.543794199824333191e-02,-4.118821118026971817e-03,-1.871483586728572845e-02,2.224102914333343506e-01,4.631254822015762329e-02,-4.001658558845520020e-01,-3.915865346789360046e-02,2.594416588544845581e-02,-1.368426252156496048e-02,9.988024234771728516e-01,-1.028366573154926300e-02,2.438530027866363525e-01,-3.968449775129556656e-03,1.891514015197753906e+01,7.072356224060058594e+00,1.871103644371032715e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.923371598124504089e-04,-2.460973628330975771e-04,-5.499654798768460751e-04,9.670336730778217316e-03,-5.467553623020648956e-03,-1.905997097492218018e-02,-2.397345751523971558e-01,-4.682783782482147217e-02,-2.934552729129791260e-01,-3.913964703679084778e-02,2.659639716148376465e-02,-1.374879479408264160e-02,9.987851381301879883e-01,1.911284402012825012e-02,2.724829018115997314e-01,-1.404445897787809372e-02,-4.085482597351074219e+00,4.676227569580078125e+00,-4.966077804565429688e+00,2.000000000000000000e+00,0.000000000000000000e+00
5.379708600230515003e-04,-2.797098131850361824e-04,-6.437946576625108719e-04,8.479842916131019592e-03,-6.018133834004402161e-03,-2.022923156619071960e-02,-2.393365949392318726e-01,-5.807367712259292603e-02,-2.827301621437072754e-01,-3.922765702009201050e-02,2.732366882264614105e-02,-1.376877445727586746e-02,9.987617135047912598e-01,-1.147987917065620422e-01,3.131844103336334229e-01,-1.640759781002998352e-02,-4.395966339111328125e+01,1.074905681610107422e+01,2.972649574279785156e+00,2.000000000000000000e+00,0.000000000000000000e+00
5.772369913756847382e-04,-3.163352666888386011e-04,-7.507012342102825642e-04,7.269603665918111801e-03,-6.600085180252790451e-03,-2.174887806177139282e-02,-2.396812885999679565e-01,-6.686587631702423096e-02,-2.858748435974121094e-01,-3.976764529943466187e-02,2.817355841398239136e-02,-1.378894969820976257e-02,9.987165331840515137e-01,-2.991114258766174316e-01,3.723207414150238037e-01,-2.011856436729431152e-02,-3.133221244812011719e+01,1.260468673706054688e+01,-3.569648504257202148e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.514718020800501108e-04,-3.305522550363093615e-04,-1.234375406056642532e-03,1.818259712308645248e-03,3.076656488701701164e-03,-2.394048729911446571e-03,-1.769016683101654053e-01,4.742925763130187988e-01,1.071810126304626465e+00,-3.692899644374847412e-02,2.920977026224136353e-02,-9.900577366352081299e-03,9.988418221473693848e-01,-5.401393175125122070e-01,5.212939977645874023e-01,-5.708231031894683838e-02,-5.469203567504882812e+01,4.200221252441406250e+01,-1.229519176483154297e+01,2.000000000000000000e+00,0.000000000000000000e+00
4.581557586789131165e-04,-3.201035724487155676e-04,-1.243845093995332718e-03,8.885414572432637215e-04,4.540419671684503555e-03,2.092872047796845436e-03,-1.791715919971466064e-01,4.361365437507629395e-01,1.035461902618408203e+00,-3.843971714377403259e-02,3.066451288759708405e-02,-1.003086939454078674e-02,9.987399578094482422e-01,-5.759092569351196289e-01,6.171815395355224609e-01,-1.438438519835472107e-02,2.724498748779296875e+01,2.637996435165405273e+00,2.353743934631347656e+01,2.000000000000000000e+00,0.000000000000000000e+00
