0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.578331430209800601e-04,-2.009213349083438516e-04,-1.069927093340083957e-04,-8.718521334230899811e-03,-1.109866425395011902e-02,-5.910155363380908966e-03,-2.534594833850860596e-01,-3.226535916328430176e-01,-1.718164235353469849e-01
-2.046698791673406959e-04,-2.662923943717032671e-04,-1.114683836931362748e-04,-9.987182915210723877e-03,-1.299414876848459244e-02,-5.439273081719875336e-03,-2.534297704696655273e-01,-3.297331035137176514e-01,-1.380243152379989624e-01
-2.577721024863421917e-04,-3.331721527501940727e-04,-1.200084152515046299e-04,-1.125188544392585754e-02,-1.454313565045595169e-02,-5.238430108875036240e-03,-2.533176243305206299e-01,-3.274147510528564453e-01,-1.179346442222595215e-01
-3.502482140902429819e-04,-4.255286767147481441e-04,-1.845802908064797521e-04,-1.703436113893985748e-02,-1.811338216066360474e-02,-1.153872720897197723e-02,-6.095165014266967773e-01,-4.754854142665863037e-01,-5.841379165649414062e-01
-4.431421984918415546e-04,-5.197527934797108173e-04,-2.484019787516444921e-04,-2.008626237511634827e-02,-2.050887048244476318e-02,-1.447323430329561234e-02,-6.095847487449645996e-01,-4.817125201225280762e-01,-5.875045061111450195e-01
