0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.076535336324013770e-04,4.807051300304010510e-05,3.428460040595382452e-04,8.754669688642024994e-03,3.909220919013023376e-03,2.788114920258522034e-02,3.561351597309112549e-01,1.590249836444854736e-01,1.134189605712890625e+00
1.561136014061048627e-04,5.547247565118595958e-05,4.821466282010078430e-04,1.054766681045293808e-02,3.747944720089435577e-03,3.257578238844871521e-02,3.564311861991882324e-01,1.266521513462066650e-01,1.100814342498779297e+00
1.202755302074365318e-04,-7.597771764267235994e-05,4.347841022536158562e-04,2.802137285470962524e-03,-1.168517768383026123e-02,1.550821308046579361e-02,-2.134514302015304565e-01,-8.554701209068298340e-01,-2.343813329935073853e-01
1.312613458139821887e-04,-1.589476596564054489e-04,4.990542074665427208e-04,1.717110048048198223e-03,-1.776477508246898651e-02,1.304912101477384567e-02,-2.136549949645996094e-01,-9.584510326385498047e-01,-3.063183724880218506e-01
1.373695849906653166e-04,-2.663884952198714018e-04,5.329576670192182064e-04,6.694008479826152325e-04,-2.318325266242027283e-02,8.887279778718948364e-03,-2.125520557165145874e-01,-9.859294295310974121e-01,-4.228035807609558105e-01
1.142289838753640652e-04,-3.187918628100305796e-04,5.738089093938469887e-04,-2.696799114346504211e-03,-1.823471672832965851e-02,9.366836398839950562e-03,-3.708815276622772217e-01,-2.443913668394088745e-01,-1.322434246540069580e-01
9.677770867710933089e-05,-4.136947391089051962e-04,6.161733181215822697e-04,-4.517846740782260895e-03,-1.978375762701034546e-02,7.694398052990436554e-03,-3.693993091583251953e-01,-2.733966708183288574e-01,-2.184733748435974121e-01
