0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.999350905418395996e-01,-5.982134956866502762e-03,1.580152456881478429e-04,9.695512242615222931e-03,-5.439884029328823090e-03,1.627837773412466049e-04,2.186054922640323639e-02,4.543298721313476562e+00,-2.385344028472900391e+00,-2.842213153839111328e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.999265670776367188e-01,-6.396263837814331055e-03,1.742068161547649652e-05,1.029446348547935486e-02,3.992142155766487122e-03,1.020888611674308777e-02,1.748815644532442093e-03,1.809885978698730469e+00,5.241366863250732422e+00,-3.600967407226562500e+00,2.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.999266266822814941e-01,-6.392654031515121460e-03,-1.286295446334406734e-05,1.028883457183837891e-02,2.833225764334201813e-03,2.129544690251350403e-02,-1.086316443979740143e-02,-1.864664435386657715e+00,-6.403988599777221680e-02,-1.649189352989196777e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.376909444341436028e-05,5.685993892257101834e-05,-3.577694587875157595e-05,1.564248697832226753e-03,-6.105811917223036289e-05,-2.491627819836139679e-03,3.407332301139831543e-02,-1.126795932650566101e-01,-8.874887973070144653e-02,-9.999393224716186523e-01,-4.888810683041810989e-03,-4.448633117135614157e-04,9.865539148449897766e-03,4.992784000933170319e-03,1.799886114895343781e-02,-6.706762593239545822e-03,1.119249701499938965e+00,-2.424117326736450195e+00,3.195255756378173828e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.644729804364033043e-05,7.358234142884612083e-05,-3.176370955770835280e-05,1.104929368011653423e-03,1.536034396849572659e-03,-8.999097626656293869e-04,-7.320974953472614288e-03,3.298279270529747009e-02,4.794766381382942200e-02,-9.999389052391052246e-01,-4.894040059298276901e-03,-4.042042128276079893e-04,9.900353848934173584e-03,7.960990187712013721e-04,1.775680668652057648e-02,-1.262699952349066734e-03,-2.328662157058715820e+00,1.750596165657043457e+00,-5.083731412887573242e-01,2.000000000000000000e+00,0.000000000000000000e+00
4.191274274489842355e-05,7.755802653264254332e-05,-4.063953383592888713e-05,1.069701975211501122e-03,1.366069074720144272e-03,-1.059188274666666985e-03,-7.262796163558959961e-03,1.860675029456615448e-02,3.088711947202682495e-02,-9.999389648437500000e-01,-4.905346781015396118e-03,-3.696620697155594826e-04,9.896066971123218536e-03,1.902397489175200462e-03,2.584148431196808815e-03,1.647940650582313538e-02,2.163057327270507812e+00,-6.669033527374267578e+00,6.625948905944824219e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.719104254036210477e-05,7.753321551717817783e-05,-4.986851490684784949e-05,1.033742446452379227e-03,9.767536539584398270e-04,-1.195641350932419300e-03,-7.250911556184291840e-03,1.573061570525169373e-03,2.063684724271297455e-02,-9.999386072158813477e-01,-4.959410056471824646e-03,-3.870477667078375816e-04,9.902272373437881470e-03,1.075020874850451946e-03,-1.152108237147331238e-02,1.748389750719070435e-02,-1.938438415527343750e+00,1.211203411221504211e-01,-4.694466114044189453e+00,2.000000000000000000e+00,0.000000000000000000e+00
5.227635483606718481e-05,7.699138222960755229e-05,-5.716130908695049584e-05,9.971006074920296669e-04,6.663681706413626671e-04,-1.183010521344840527e-03,-7.261582184582948685e-03,-7.972965016961097717e-03,1.791847310960292816e-02,-9.999384284019470215e-01,-4.995685070753097534e-03,-4.209275648463517427e-04,9.903862141072750092e-03,4.226773511618375778e-03,-1.781934686005115509e-02,1.820042170584201813e-02,2.584098577499389648e+00,-2.306344270706176758e+00,3.827466726303100586e+00,2.000000000000000000e+00,0.000000000000000000e+00
5.688730379915796220e-05,7.809568342054262757e-05,-6.414085510186851025e-05,9.300878155045211315e-04,8.766458486206829548e-04,-1.064624171704053879e-03,-9.228117763996124268e-03,2.452530711889266968e-02,2.551964670419692993e-02,-9.999381303787231445e-01,-5.035374313592910767e-03,-4.681800201069563627e-04,9.914896450936794281e-03,-2.016921993345022202e-03,-1.657613553106784821e-02,2.428942359983921051e-03,-4.162533283233642578e+00,2.192534208297729492e+00,-8.455960273742675781e+00,2.000000000000000000e+00,0.000000000000000000e+00
6.143125210655853152e-05,7.517760241171345115e-05,-6.980152102187275887e-05,8.832578896544873714e-04,5.335218156687915325e-04,-9.751913603395223618e-04,-9.259690530598163605e-03,7.412476465106010437e-03,2.412909083068370819e-02,-9.999383687973022461e-01,-5.009927321225404739e-03,-4.979172954335808754e-04,9.903199039399623871e-03,-1.314900291617959738e-04,-7.582121528685092926e-03,-1.579937711358070374e-02,3.832459211349487305e+00,1.491882681846618652e+00,3.245509788393974304e-02,2.000000000000000000e+00,0.000000000000000000e+00
